,date,id,text,like,n_rt,author,location,retweeted,user_mentions,hastags
140,2022-12-11 20:34:07+00:00,1602039045860769793,RT @nancylevine: Spoken like a true #QAnon cult leader. @Tesla investors should call their lawyers. $TSLA #CorpGov,0,3,ldunkelman,,False,"[{'screen_name': 'nancylevine', 'name': 'Nancy Levine', 'id': 27282113, 'id_str': '27282113', 'indices': [3, 15]}, {'screen_name': 'Tesla', 'name': 'Tesla', 'id': 13298072, 'id_str': '13298072', 'indices': [56, 62]}]","[{'text': 'QAnon', 'indices': [36, 42]}, {'text': 'CorpGov', 'indices': [106, 114]}]"
141,2022-12-11 20:33:27+00:00,1602038875429347328,RT @nancylevine: Spoken like a true #QAnon cult leader. @Tesla investors should call their lawyers. $TSLA #CorpGov,0,3,PC2DC,,False,"[{'screen_name': 'nancylevine', 'name': 'Nancy Levine', 'id': 27282113, 'id_str': '27282113', 'indices': [3, 15]}, {'screen_name': 'Tesla', 'name': 'Tesla', 'id': 13298072, 'id_str': '13298072', 'indices': [56, 62]}]","[{'text': 'QAnon', 'indices': [36, 42]}, {'text': 'CorpGov', 'indices': [106, 114]}]"
142,2022-12-11 20:32:46+00:00,1602038707166773248,RT @nancylevine: @elonmusk @Gfilche Spoken like a true #QAnon cult leader. @Tesla investors should call their lawyers. $TSLA #CorpGov,0,14,ldunkelman,,False,"[{'screen_name': 'nancylevine', 'name': 'Nancy Levine', 'id': 27282113, 'id_str': '27282113', 'indices': [3, 15]}, {'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': 44196397, 'id_str': '44196397', 'indices': [17, 26]}, {'screen_name': 'Gfilche', 'name': 'Gali', 'id': 348844712, 'id_str': '348844712', 'indices': [27, 35]}, {'screen_name': 'Tesla', 'name': 'Tesla', 'id': 13298072, 'id_str': '13298072', 'indices': [75, 81]}]","[{'text': 'QAnon', 'indices': [55, 61]}, {'text': 'CorpGov', 'indices': [125, 133]}]"
143,2022-12-11 20:31:10+00:00,1602038304798814209,RT @nancylevine: @elonmusk @Gfilche Spoken like a true #QAnon cult leader. @Tesla investors should call their lawyers. $TSLA #CorpGov,0,14,EnlightenedArth,,False,"[{'screen_name': 'nancylevine', 'name': 'Nancy Levine', 'id': 27282113, 'id_str': '27282113', 'indices': [3, 15]}, {'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': 44196397, 'id_str': '44196397', 'indices': [17, 26]}, {'screen_name': 'Gfilche', 'name': 'Gali', 'id': 348844712, 'id_str': '348844712', 'indices': [27, 35]}, {'screen_name': 'Tesla', 'name': 'Tesla', 'id': 13298072, 'id_str': '13298072', 'indices': [75, 81]}]","[{'text': 'QAnon', 'indices': [55, 61]}, {'text': 'CorpGov', 'indices': [125, 133]}]"
144,2022-12-11 20:30:54+00:00,1602038234011561984,RT @nancylevine: @elonmusk @Gfilche Spoken like a true #QAnon cult leader. @Tesla investors should call their lawyers. $TSLA #CorpGov,0,14,nancylevine,Oregon,False,"[{'screen_name': 'nancylevine', 'name': 'Nancy Levine', 'id': 27282113, 'id_str': '27282113', 'indices': [3, 15]}, {'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': 44196397, 'id_str': '44196397', 'indices': [17, 26]}, {'screen_name': 'Gfilche', 'name': 'Gali', 'id': 348844712, 'id_str': '348844712', 'indices': [27, 35]}, {'screen_name': 'Tesla', 'name': 'Tesla', 'id': 13298072, 'id_str': '13298072', 'indices': [75, 81]}]","[{'text': 'QAnon', 'indices': [55, 61]}, {'text': 'CorpGov', 'indices': [125, 133]}]"
145,2022-12-11 20:30:49+00:00,1602038215732760576,@elonmusk @Gfilche Spoken like a true #QAnon cult leader. @Tesla investors should call their lawyers. $TSLA #CorpGov,124,14,nancylevine,Oregon,False,"[{'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': 44196397, 'id_str': '44196397', 'indices': [0, 9]}, {'screen_name': 'Gfilche', 'name': 'Gali', 'id': 348844712, 'id_str': '348844712', 'indices': [10, 18]}, {'screen_name': 'Tesla', 'name': 'Tesla', 'id': 13298072, 'id_str': '13298072', 'indices': [58, 64]}]","[{'text': 'QAnon', 'indices': [38, 44]}, {'text': 'CorpGov', 'indices': [108, 116]}]"
146,2022-12-11 20:30:43+00:00,1602038189266718721,"@Mysisila @Klonick @elonmusk @yoyoel why don't you answer @totalplug's question.  Saying apparently that there were child porn rings without evidence is a lousy thing to do.  If you give it some thought, you might not want to be in the company of the #Qanon clowns who pushed these arguments.",0,0,tedperl,New York ,False,"[{'screen_name': 'Mysisila', 'name': 'Very Hidden Ocelot', 'id': 929708178735972352, 'id_str': '929708178735972352', 'indices': [0, 9]}, {'screen_name': 'Klonick', 'name': 'Kate Klonick', 'id': 2805856351, 'id_str': '2805856351', 'indices': [10, 18]}, {'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': 44196397, 'id_str': '44196397', 'indices': [19, 28]}, {'screen_name': 'yoyoel', 'name': 'Yoel Roth', 'id': 14893345, 'id_str': '14893345', 'indices': [29, 36]}, {'screen_name': 'totalplug', 'name': 'totalplug', 'id': 1001998010279227392, 'id_str': '1001998010279227392', 'indices': [58, 68]}]",[]
147,2022-12-11 20:30:02+00:00,1602038019699408896,Spoken like a true #QAnon cult leader. @Tesla investors should call their lawyers. $TSLA #CorpGov https://t.co/2kj3CHjETd,4,3,nancylevine,Oregon,False,"[{'screen_name': 'Tesla', 'name': 'Tesla', 'id': 13298072, 'id_str': '13298072', 'indices': [39, 45]}]","[{'text': 'QAnon', 'indices': [19, 25]}, {'text': 'CorpGov', 'indices': [89, 97]}]"
148,2022-12-11 20:29:32+00:00,1602037893454774272,"RT @ThinkingAtheist: #QAnon. It's insane. And millions are infected with it.

https://t.co/lg4Li1GmJ8",0,11,PolitiCrazies,Left.. The mostly sane side.,False,"[{'screen_name': 'ThinkingAtheist', 'name': 'The Thinking Atheist', 'id': 124439683, 'id_str': '124439683', 'indices': [3, 19]}]","[{'text': 'QAnon', 'indices': [21, 27]}]"
149,2022-12-11 20:28:20+00:00,1602037590420590592,@cannoli1000 @lauferlaw @elonmusk He’s gone full #QAnon,0,0,savidiot2022,Minneapolis,False,"[{'screen_name': 'cannoli1000', 'name': 'chocolate chip😁🖖🥂⚛️ 🌈', 'id': 1356317083269783553, 'id_str': '1356317083269783553', 'indices': [0, 12]}, {'screen_name': 'lauferlaw', 'name': 'Andrew C Laufer, Esq', 'id': 160244947, 'id_str': '160244947', 'indices': [13, 23]}, {'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': 44196397, 'id_str': '44196397', 'indices': [24, 33]}]","[{'text': 'QAnon', 'indices': [49, 55]}]"
150,2022-12-11 20:21:36+00:00,1602035895884222464,Conservative #QAnon South African billionaire knows what's best for the United States of America! 🙄,0,0,mainejeff,Central Maine,False,[],"[{'text': 'QAnon', 'indices': [13, 19]}]"
151,2022-12-11 20:11:21+00:00,1602033315049246720,"RT @ThinkingAtheist: #QAnon. It's insane. And millions are infected with it.

https://t.co/lg4Li1GmJ8",0,11,KwameBeeCan,,False,"[{'screen_name': 'ThinkingAtheist', 'name': 'The Thinking Atheist', 'id': 124439683, 'id_str': '124439683', 'indices': [3, 19]}]","[{'text': 'QAnon', 'indices': [21, 27]}]"
152,2022-12-11 20:09:07+00:00,1602032753116971008,I don’t understand how any of this works #QAnon #FollowTheWhiteRabbit,0,0,SeanSpammity,Actual spambot living in eternal fear of Hillary Clinton,False,[],"[{'text': 'QAnon', 'indices': [41, 47]}, {'text': 'FollowTheWhiteRabbit', 'indices': [48, 69]}]"
153,2022-12-11 20:08:37+00:00,1602032629955657730,"RT @CarymaRules: #BREAKING

Romana Didulo supporters arrested outside @PtboPolice station. 

(These are arrests of citizens, not citizen ar…",0,607,X_Arbiter999_X,Homeworld,False,"[{'screen_name': 'CarymaRules', 'name': ""Caryma Sa'd - Lawyer + Political Satirist"", 'id': 799717156589965312, 'id_str': '799717156589965312', 'indices': [3, 15]}, {'screen_name': 'PtboPolice', 'name': 'Peterborough Police', 'id': 28715577, 'id_str': '28715577', 'indices': [70, 81]}]","[{'text': 'BREAKING', 'indices': [17, 26]}]"
154,2022-12-11 20:06:02+00:00,1602031977271640064,"My #Twitter routine:
- Block ANY ads because I won't support anyone giving money to @elonmusk
- Get my news from, and like &amp; retweet, left &amp; center news sources 
- Like, retweet, follow any #Dem, #Independent or #Republican who holds #MAGA #Qanon #Russia accountable

#suckitelon",1,0,DonMossOH,Ohio,False,"[{'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': 44196397, 'id_str': '44196397', 'indices': [84, 93]}]","[{'text': 'Twitter', 'indices': [3, 11]}]"
155,2022-12-11 20:00:12+00:00,1602030510485786626,"Article: “How the Corona Crisis Has Exposed New Age as a Potential Violent Movement” (#QAnon,  #PastelQAnon, #Corona, #Coronavirus, #Covid19, #NewAge, #China, #Yoga, #Meditation, #Conspiracy): https://t.co/2W5evyH46m https://t.co/rtyk02Y3mH",0,0,LoaferTolboll,"Rold Forest, Denmark",False,[],"[{'text': 'QAnon', 'indices': [86, 92]}, {'text': 'PastelQAnon', 'indices': [95, 107]}]"
